feature_1,feature_2,feature_3
7.532425658473265,-2.348055045136007,0.940290123438017
9.197434760845315,4.791126003064649,6.298818108108084
9.334888901783927,4.450721122508817,6.461650596362597
9.260599814711663,4.509225479720361,6.3351032497396496
7.090996912982132,-2.7169376857226015,1.3651032429103909
8.957180497875557,4.78301456744916,6.385694071579367
7.409447688000259,-2.4950421130723486,1.1433241524432616
9.190050892255535,4.5203175628764,6.319165434842206
9.112579938851024,4.782661455041398,6.555063302183608
7.364217257514379,-2.205543925582511,1.1254835225658062
8.926649719755929,4.487029166499026,6.482104808728103
7.519405615546948,-2.497970815687653,1.0105886420670522
8.932079909062962,4.717700853836836,6.089113401373647
9.130032532729029,4.382431910152729,6.311440645033291
7.0074373003169255,-2.8714375625343203,1.2959751076110144
8.82897699079206,4.656656244157904,6.300404812831845
6.909638400225691,-2.6105808363376304,1.3994482363901448
7.28361472917396,-2.6486238458866813,0.6268268223254552
8.765328728782139,4.642961277207774,6.225294845229032
9.354994777689436,4.681255310858878,6.4208325979385386
9.15679351605245,4.901278049105905,6.402369299472311
7.249204459284941,-2.2431056875473594,0.9852665199054083
7.188408464718617,-2.487834314187156,1.1150644275687123
9.153892331430878,4.7062037316785545,6.486303291876824
7.5388683839393575,-2.4545141300828672,0.987613151992609
9.411531410257147,4.7523251692262924,6.342411054180236
9.627692899586066,4.655906085629678,6.390439837490292
6.915215064176506,-2.4550209796612967,0.745910501119279
9.043944282731758,4.631644598670715,6.0141647008898715
8.963713423880266,4.764281467784404,6.141353220705193
7.039454388096596,-2.6057422933649166,1.0331778469414497
7.041879166628671,-2.253787379407549,1.3758902760226817
9.626815985226088,4.6616778876194935,5.982697057412615
7.105721492177851,-2.636315382250501,1.3777412872130348
9.021381400396876,5.010347148979938,6.531593404211853
7.2006214465585305,-2.243060746691384,1.1728019280492903
6.955259657942499,-2.5432818682972274,0.9973132888676
9.08614459276309,4.64545024778881,6.486890998845342
7.462888512685647,-2.6149166221822693,1.3023070461451192
7.148599877554848,-2.844667514995125,1.45249064271816
9.154403442957998,4.832188938395678,6.539534478898039
7.17857634312056,-2.592491381876449,1.3655399166229378
9.660329314224128,4.6945107900480005,6.445847539015949
7.13756572933527,-2.5492746292854513,0.7449931341625462
9.136118697090645,4.812281253919445,6.520427959462198
7.000128315969689,-2.328251953643962,1.2372540127180596
7.472143451210905,-2.213140698716961,1.0503401357064956
6.971234149332376,-2.3752079344732864,0.9435637228556324
7.551429573705706,-2.662535272347693,1.0898434916466806
7.115742889115021,-2.4683551860215465,0.8402413034975227
6.8731334485962865,-2.605975796508487,1.0244533543779126
7.176360563263598,-2.426896328111832,1.1199310689576958
8.881112276239465,4.718540212291065,6.401446060361486
7.159998703076696,-2.36238605484882,1.2037045850707293
9.26431121431486,4.541731450531373,5.88155853178575
7.040049983280178,-2.6847615529646562,1.49066025189182
9.111305292805351,4.259175715010047,6.202910605366426
7.185709976249604,-2.6513696848790285,1.0005148241127906
9.203472625999915,4.861973678540022,6.233059348360392
8.94232877913271,4.698884986537259,6.3933062737205315
7.3871358606153645,-2.5165401518321735,1.2619341945143498
6.804738347694161,-2.467946598348798,1.394531611511379
9.262431001890883,4.831731016249909,6.067168673199039
7.440403001747362,-2.6722097033801933,1.0242609003830345
6.704086205020554,-2.6639136830192056,0.7599752549885084
9.01091243660897,4.721001775566863,6.328254579316932
9.224737275730698,4.769089634488542,6.297597043929318
8.76577664456986,4.953831967082835,6.223472529460568
9.113875388423965,4.9786360172027875,6.346623390076561
9.021496577561564,5.061562769676074,6.561307177583833
7.121646410437156,-2.7777363405500535,1.5041240620569092
9.692442869599262,4.693850102569395,6.1044358976646125
9.330976124745247,4.929008260666542,6.45022273919455
9.306432891829528,4.325887836356716,6.684264634709363
9.089491767809957,4.799464370155442,6.619521054796284
9.21507331052354,5.00065646626161,6.22493823840579
7.3228626147047,-2.7314588407440694,0.9665790127241453
6.95815959975657,-2.519670287744018,1.0655081472570647
9.100963288116782,4.533760131349632,6.2533161161100725
7.1779499589806814,-2.4754620039733624,1.4068773294137875
9.03528168672151,4.554194604524016,6.109718976676634
7.014731123885955,-2.467946710292762,1.0175830658935445
6.964321938501093,-2.3021669037018637,1.7753180696206954
7.258442965645589,-2.8403959204000344,0.9410819732981196
7.041690518430502,-2.3581653589017946,0.9662926174625243
7.4676196264748675,-2.7471409085559326,1.3542891499027758
9.176396642893678,4.790782601758441,6.166786381928224
9.099697345102264,4.375678682845832,6.041878856866743
9.403490535599477,4.747892887859176,6.591324193468132
7.295850399044329,-2.1938663059517594,0.9418173872297786
7.432504671858406,-2.521432577589263,0.8590827164433238
7.271392775455123,-2.2430672166391536,1.1875035813595756
7.202254589683194,-2.823306323537454,1.009167339946423
8.935532809532447,4.910330722563958,6.273033053534549
7.011334665261407,-2.613846576601805,0.7308612510549906
9.131406581879512,4.7509631045149305,6.384384369042403
8.86652285517067,4.916737643395506,6.296257199847804
8.923049139365556,5.0849000447381,6.2974976997690835
8.98665178242355,4.947349318261929,6.486003301012001
7.282711639713652,-2.3028137617816933,1.08783636293855
