Feature_1,Feature_2,Feature_3,Feature_4,target
2.054474761985308,0.6489736060200502,-0.5858437473736149,-0.5915662502667263,137.76952188785393
-0.2669302956497443,2.0396722657066246,1.596771898021652,0.7091571718730512,252.03199307377557
-1.0971543602553622,0.9849516717192109,1.0712524278458908,0.8386347472283774,104.25554173363321
0.043668993178389105,2.528325706806398,-0.24863477771546005,-0.22631424251360518,200.32309745526257
-0.9636565849010378,-0.10138078120071552,-0.3322106794104193,0.3732609736504448,-48.05198896744974
-0.04586668606976747,-0.9509092510507696,-0.7043503315234588,-0.21873345896770915,-119.14270778445363
-0.4449950027159164,-0.5516802438110113,-0.31663164258546,-1.2162710225821391,-195.9551113156007
0.6335088707785933,0.053782404427079926,-0.45958183317236806,-1.6923025488503851,-114.7781969613002
0.18621169846960364,1.39408104250043,-0.5887796071685205,0.8582860008822079,204.89539280877918
0.4527136222363632,-2.7914440379218326,2.005561575887981,1.5535652215621067,-37.40830486387236
1.6316915136307972,0.5014295898933301,-0.47861407386118443,0.8608912410184296,232.6139513454899
-1.1077125022845524,0.528879745585174,-2.2370865111124707,-0.01771831791014226,-70.98430790623279
-1.0895350051014767,-2.0262064158338595,0.0010547699418268317,0.5391382220705605,-204.46591270110747
-0.9520840716488203,0.5904938662003054,1.0773765676263816,-1.1364331013176956,-99.37350505410636
1.0101271773347245,0.46116409997701746,-1.1759826714413153,0.9200179332477632,174.78785148136728
-0.4249831950984578,0.9282902149250671,0.08338883723590933,1.4516789083179342,186.62271986456142
0.44136444356858207,1.038824601859414,2.1869796469742577,-0.10015523328349978,149.63052016759198
0.4269243288256842,-0.8360494800523847,0.10759493816851504,-0.35858879766530466,-75.0662191916793
-0.7758948239718666,0.3416885988728869,-0.12517266458702858,-1.005597221955974,-121.06396326020476
0.5247504922968238,-0.2146538422260227,1.0212481260989013,-0.47712420646933207,-8.298478710206846
1.0090902626721503,1.3492276782627104,-1.2751138646701632,0.11197268749652817,177.99924543332057
0.7155367850567184,-0.3859880935287451,-1.7443723745538922,1.6309062540803745,136.52610347695494
1.2737559301587766,-0.024616955875778355,-0.7751616191691596,1.9671017492547347,255.4663976654764
-2.506440652676061,-2.037201225680795,-1.9425891814764555,-2.114163921916826,-582.3098973842926
0.953992230218348,-0.6212073387910747,-0.3162393276322203,-0.7631426010826766,-63.29548399915576
-0.21615514939953132,0.8736742226670051,0.9332532965859972,0.8336788128625253,153.91256800928605
1.74481176421648,0.8654076293246785,-2.3015386968802827,-0.7612069008951028,89.55906192718676
0.3672318138838647,-1.3065340728440185,0.076380480159592,1.2328991923762371,25.765213461006297
1.0334508032642373,0.9544956665476875,0.09574677111013467,-0.1462732746113538,144.11780611267025
-1.3106545656253938,-2.4982127142596626,0.3843593530746588,-0.5007015751875076,-352.3277125990219
1.0449944096738975,-0.3439007092103924,-1.0001691898725158,0.6085146984848496,83.69039945041314
-1.4640535735805917,0.8143431291489254,0.7804699297583744,-0.1544911938105286,-31.230291722625925
0.986335187821242,0.4952113239779604,-0.17470315974250095,0.21353390133544178,130.5051096939109
-1.4340307289520844,1.0105737112975397,0.20722994601150022,0.6269063059702962,48.34181050224681
-0.646916688254908,2.1906997289697334,-1.8963609228910925,0.901486891648711,196.3843399535994
-1.9439217583317874,0.5588029881851114,-1.5048912837795123,-1.1740236765428438,-221.79773619748502
0.4905610438096389,-0.977773001532967,0.17195713216759081,-1.395283025065327,-176.39257655075522
-0.1208893104863365,0.2761027539232751,-0.24701649088573535,-0.2605605906223512,-12.161458105738895
-1.3486964467972422,-0.4775808546567209,0.025999994185658175,1.3025355364861801,-17.936185461482847
-0.3145638619172873,0.10405338970908944,0.5280034220718364,-1.3450100202683752,-126.2384192590646
-0.2828635516348445,1.5754679085723808,1.2066078980355681,-0.2663268843187201,114.36280377089213
0.18103874435787085,-0.8088471964721285,0.5574394528580334,1.1071754509490623,51.91557499953561
-0.7873135419683122,-0.43826394902083166,-0.020753261598423552,0.24692273113875693,-71.9443686826497
-0.8986831933186461,0.41026574539684446,0.8598709717969121,0.3196569419445935,16.776088461012577
0.29078794646870554,2.2347217376258857,0.046846204858301294,-0.4380545074876235,177.92524708038678
0.35054597866410736,0.8461606475850334,-0.8595159408319863,-1.3122834112374318,-35.51164548737714
-0.3592240957107388,0.6778075711198115,-1.1065730673918852,0.5053819027529176,60.903517890986954
0.31563494724160523,0.16003706944783047,0.8761689211162249,-2.022201215824003,-135.95227234186893
-0.7956266127891249,-0.843911487937803,-1.1734099063320942,-0.7100525489930525,-216.20348328821174
-0.7475262685796005,0.08108320579792591,3.432663431795559,-0.586680439697456,-40.57928961872264
