Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,target
1.1869714620114489,3.05080975717666,-1.8486476346407656,-1.7209049874921136,-3.2977720193724713,3.096596853423759,1
-0.6165868189113164,2.4781772506090296,-1.5150353888817443,1.8076529653282531,-2.6390812089022515,2.466196269687285,1
-0.6981645831332934,-2.225281479290641,1.079408993250097,-1.256572818413833,3.20389715196687,-3.2476098564257323,0
-1.6787097440495127,-1.6812121940560587,1.6693119037921407,1.1218865988230655,-0.11376444978791195,0.6852199420283287,1
0.2748664205233325,0.3914968118456492,-0.07907979184404113,1.6354516731942192,-0.8926133246902116,0.9787633954042703,0
-1.3904871689052454,-0.6786193779572021,0.608953865356013,0.23601841131424253,0.14660543012205277,0.038141062414754234,1
1.2621430409311818,2.4990139882422584,-1.5134590402858428,0.8239942115373212,-2.703760999619832,2.5395570671091976,1
-0.08151416467552526,-1.3400691902719148,1.0165601656123504,-0.0398935216805006,0.8414191135117152,-0.6082422299847037,0
2.1147029857417134,1.5264649879198726,-0.9174843148750308,-0.14110774309021348,-1.6722399948447857,1.576879513728937,1
-0.12185276399868704,1.1016223863069803,-0.6719559010521805,0.7562215649647351,-1.1776657267803414,1.1018906458046427,1
-0.1717262462083753,-0.01912177442549079,-0.049002972607199935,1.0954277645467976,0.20051534312453262,-0.24215073059393977,1
-1.7299805688177077,1.6866892153684168,-1.0223209677904628,2.111304121485037,-1.82243551215991,1.7110239779221654,1
0.11506624704569181,-1.8157737682109136,1.7431109760902406,-1.7690965446308715,0.05466090276510166,0.5201887958046341,0
0.8375028909877477,-0.565114511033566,1.2067093926196644,0.2904071696787565,-1.9545252184283104,2.603678664769741,0
-0.3307946222355768,-0.2094965976209351,0.12679333977317886,1.101841029790573,0.22690579372628272,-0.21319871269032853,1
-0.47961425482758263,-1.6427126587198861,1.9742618021236296,-1.5620076111383816,-1.129792907409186,1.9311239180034594,0
