feature_1,feature_2,feature_3
-1.3214105241881882,-1.5861308643877212,-3.7214156248834858
-1.1795256737283162,-9.73053298076362,0.781659113801715
-1.0763908668300435,-1.4122080791621014,-3.315244289960365
-1.4922617644260112,-9.363142059296639,0.9565982428182666
-1.3544854646043942,-1.6245887842744968,-3.283514267957994
-1.1196325081254739,-1.8100620732187078,-3.2604592972433917
-1.1604852920500175,-1.7626430587932327,-3.563771939260201
-1.4078284692111114,-1.5341575447842324,-3.6323035589074943
-1.4803182799178416,-1.6276433269971715,-3.6807322663686737
-0.9326568193185177,-1.55656199686791,-3.2826707250909553
-1.1906780041413731,-1.4267522721275405,-3.2671791864670934
-1.5612699236081675,-1.3660947430635497,-3.3192426113730695
-1.257556656196595,-9.407386456109528,1.265176330108702
-1.6239922058827791,-1.7277763160503854,-3.606717004679182
-1.5248919817380913,-1.3458370219773044,-3.1876666000912888
-1.3605209727260066,-1.6493478615228816,-3.2856187273643935
-1.7488225953599172,-9.24917106529402,1.0704651670949017
-1.4619034801452946,-9.371184554532888,1.4516911601371745
-1.3563204606629948,-9.556609248057972,0.9783554049953866
-1.2818481605783287,-1.5173347760434113,-3.420399532783154
-1.4658803420646886,-8.971387716266241,0.6986149080142057
-1.6636329423927583,-1.5265463454504353,-3.4564422219830724
-1.4156370726255332,-9.769363168789898,1.0981088435762527
-1.365904620861894,-9.342235767519888,1.1327328120295688
-1.2955456902305162,-9.316534762354777,1.2428921416935896
-1.1953370155867487,-9.321639364435171,1.245772290239147
-0.47181362287342266,-1.428419782787837,-3.086951516659126
-1.5842250175658208,-1.660247513721465,-3.3214769135637567
-1.3664479659569946,-1.7678398537832984,-3.313999548185176
-1.4296761470186974,-9.479670313247508,0.8176279789261145
-1.0365248305486667,-9.57387643307285,1.0634272563917322
-1.3608804110275128,-9.758379096749346,1.2666966423596078
-1.1410780361505266,-9.888168672666696,0.9553557046317067
-1.6982249354360337,-1.5390494429544932,-3.39374486900445
-1.1805139274865606,-9.456174528380872,0.709487447344476
-1.6940244096930148,-9.359446546160843,1.0779489376627573
-1.356475634765649,-1.7113950748267408,-3.163403466378921
-1.4616407501327622,-1.6550980921819483,-2.96436796210031
-1.3921488584074841,-9.661924577056274,0.8750551024802937
-1.1330460419468844,-9.61212541700058,1.1617408138884509
-1.356405253512942,-9.468177561612945,0.7735017681749716
-1.4041420355471073,-1.5327385956141877,-3.282770840801678
-1.690721302392992,-1.5196332549620513,-3.2384871732415776
-1.226370468612591,-1.2117687764141687,-3.3762306932379875
-1.119383994712821,-1.4740825988939945,-3.6131630417482024
-0.6241528769376449,-9.28730309943412,1.3517681280538396
-1.3339133492031274,-9.035202005664853,0.506296042269974
-1.4172272446519987,-1.5168850651088244,-3.290653291060651
-1.1422517190239525,-1.544356032481881,-3.2938184501375702
-1.1716314427301189,-9.544177002840856,1.1474519051880652
-1.5067286118953214,-9.394856852510836,0.9324322698139198
-1.0984502651887498,-1.5543292289286639,-3.525745382281367
-1.3639652535904625,-9.507941143129523,0.9853355096354617
-1.4379280928564435,-1.2060125649804039,-3.607462845049952
-1.1784227086232384,-9.438252162189437,0.6215270803494833
-1.2037287103345855,-9.368220275153682,1.0340911533570052
-1.4239527254452602,-9.598158282357975,0.9282396318978257
-1.4459290149628805,-9.463933319760507,1.1933227348843218
-1.1934026911446107,-9.2257995173878,0.8663136965383104
-1.2149012704825286,-9.889539973187917,1.0025006622025223
-1.2821019583302409,-1.5608262609201755,-3.8681841167357685
-0.9632045458807895,-10.013365254718872,0.9749590329960512
-1.1797305158036622,-9.650318104208147,0.9932515098685021
-1.2040075631169247,-9.52490241719115,1.2279558572731735
-1.0844565501067618,-1.3188407533700257,-3.248232928051106
-1.1465752140862726,-1.804917107036387,-3.4150069447063145
-1.3911382564728358,-1.6272581912953143,-3.472372860155879
-1.3895491699409932,-1.7965737781454054,-3.3948238076051767
-1.429858276527268,-1.5566306212631769,-3.406689788721821
-1.3472374248646943,-9.35920720752743,1.0028436759478205
-1.3353378556100723,-9.58485214218869,0.8535315675869051
-1.3478663503657642,-9.528712169612694,0.8657185550773226
-1.1691080647408763,-1.400487569281574,-3.2416295104891635
-1.1297089873169486,-9.680227560065893,1.2150782138465126
-1.633085502815076,-9.504359622848199,0.8936147187898311
-1.3788566418055168,-1.6222733964856797,-3.093016196871202
-1.269331031318797,-1.7620097086385982,-3.381211090121935
-1.0699748009442946,-1.6474923760229245,-3.0449411422280708
-1.3872213995461093,-1.8435880196727905,-3.3683388506453484
-1.159798794426485,-9.48074346529928,0.9476000459353761
-0.7630429835470149,-9.114408818869208,1.0813875320572048
-1.498255144594069,-1.682278922919093,-3.8943952063373963
-1.5570656015852704,-1.9977626766171368,-3.4097526549291435
-0.9283532562075291,-1.935457440469426,-3.4086314927219914
-0.9987627088276507,-9.829067264319088,1.2014143482523287
-1.365447039463469,-1.2932536003457222,-3.6995258014410055
-1.2717940785602442,-9.705060452464878,1.1010612216903406
-1.4843849032643381,-9.394996223246252,0.9285335435588781
-1.5176244144369817,-9.765718808903,0.962550518438793
-1.5635525681675717,-1.732278157766798,-3.34531334026794
-1.3993338971212181,-9.485301462746405,1.2282498014742411
-1.0869463344489385,-1.6584444451903606,-3.623504168750747
-1.6537200880726775,-9.13523843024608,1.2867851596888655
-1.0761310112860774,-9.777968459006708,1.1625119359425988
-1.383052322872992,-1.843729401919391,-3.205670845667689
-1.3113887912368496,-9.430161273041914,0.7954937478202585
-1.4241383766621187,-1.7150629082837814,-3.4635560721410723
-1.5204158442405866,-1.7341281357629768,-3.6375894129416713
